node_id,x_coord,y_coord,zone_id,is_centroid,PNR_2015,PNR_2019,PNR_2024,PNR_2030,PNR_2040,PNR_2050,PNR_2030UF,PNR_2040UF,PNR_2050UF,GEOMETRYSO,GEOMETRY_1,wkt_geom
72,423010.1852,4638636.105,72,1,0,0,0,0,0,0,0,0,0,1,1,POINT (423010.2 4638636)
73,424012.4301,4638634.412,73,1,0,0,0,0,0,0,0,0,0,1,1,POINT (424012.4 4638634)
74,425022.1474,4640222.384,74,1,0,0,0,0,0,0,0,0,0,1,1,POINT (425022.1 4640222)
75,425478.1129,4638274.273,75,1,0,0,0,0,0,0,0,0,0,1,1,POINT (425478.1 4638274)
76,426774.6759,4638381.984,76,1,0,0,0,0,0,0,0,0,0,1,1,POINT (426774.7 4638382)
77,425363.7786,4637527.33,77,1,0,0,0,0,0,0,0,0,0,1,1,POINT (425363.8 4637527)
78,426016.5455,4637440.014,78,1,0,0,0,0,0,0,0,0,0,1,1,POINT (426016.5 4637440)
79,426979.2869,4637433.161,79,1,0,0,0,0,0,0,0,0,0,1,1,POINT (426979.3 4637433)
80,425618.9865,4636353.252,80,1,0,0,0,0,0,0,0,0,0,1,1,POINT (425619 4636353)
81,426015.454,4636634.76,81,1,0,0,0,0,0,0,0,0,0,1,1,POINT (426015.5 4636635)
82,426857.753,4636641.764,82,1,0,0,0,0,0,0,0,0,0,1,1,POINT (426857.8 4636642)
83,425526.2958,4635133.104,83,1,0,0,0,0,0,0,0,0,0,1,1,POINT (425526.3 4635133)
84,426011.5519,4635647.278,84,1,0,0,0,0,0,0,0,0,0,1,1,POINT (426011.6 4635647)
85,426642.8519,4635835.581,85,1,0,0,0,0,0,0,0,0,0,1,1,POINT (426642.9 4635836)
86,425547.9786,4634207.285,86,1,0,0,0,0,0,0,0,0,0,1,1,POINT (425548 4634207)
87,425890.8574,4634392.191,87,1,0,0,0,0,0,0,0,0,0,1,1,POINT (425890.9 4634392)
88,425031.6998,4633386.964,88,1,0,0,0,0,0,0,0,0,0,1,1,POINT (425031.7 4633387)
89,425619.2634,4633393.188,89,1,0,0,0,0,0,0,0,0,0,1,1,POINT (425619.3 4633393)
90,426370.237,4633240.507,90,1,0,0,0,0,0,0,0,0,0,1,1,POINT (426370.2 4633241)
91,424362.4999,4631984.745,91,1,0,0,0,0,0,0,0,0,0,1,1,POINT (424362.5 4631985)
92,425131.237,4632092.064,92,1,0,0,0,0,0,0,0,0,0,1,1,POINT (425131.2 4632092)
93,426234.8792,4632301.055,93,1,0,0,0,0,0,0,0,0,0,1,1,POINT (426234.9 4632301)
94,416730.0274,4635252.226,94,1,0,0,0,0,0,0,0,0,0,1,1,POINT (416730 4635252)
95,417361.3608,4635210.318,95,1,0,0,0,0,0,0,0,0,0,1,1,POINT (417361.4 4635210)
96,418099.9167,4635260.372,96,1,0,0,0,0,0,0,0,0,0,1,1,POINT (418099.9 4635260)
97,416776.5008,4634450.6,97,1,0,0,0,0,0,0,0,0,0,1,1,POINT (416776.5 4634451)
98,417362.4915,4634619.027,98,1,0,0,0,0,0,0,0,0,0,1,1,POINT (417362.5 4634619)
99,418157.7568,4634575.297,99,1,0,0,0,0,0,0,0,0,0,1,1,POINT (418157.8 4634575)
100,417315.4204,4634014.83,100,1,0,0,0,0,0,0,0,0,0,1,1,POINT (417315.4 4634015)
101,418114.7468,4634001.575,101,1,0,0,0,0,0,0,0,0,0,1,1,POINT (418114.7 4634002)
102,418862.7662,4634215.405,102,1,0,0,0,0,0,0,0,0,0,1,1,POINT (418862.8 4634215)
103,433924.0962,4643813.455,103,1,0,0,0,0,0,0,0,0,0,1,1,POINT (433924.1 4643813)
